traj_id,jdt_ref,utc,shower_no,shower_code,la_sun,lst_ref,ra_g,dec_g,L_g,B_g,v_g,L_h,B_h,v_h,a,e,i,peri,node,pi,b,q,true_anomaly,mean_anomaly,QQ,n,T,Tj,re_norot,dec_norot,azimuth_apparent_norot,elevation_apparent_norot,v_init,v_avg,rbeg_lat,rbeg_lon,rbeg_ele,rend_lat,rend_lon,rend_ele,duration,peak_mag,peak_ht,f_param,mass,Qc,mfe,fov_beg,fov_end,stations_num,Stations
20221023222452_NbX8D,2459876.433945809,2022-10-23 22:24:52.917940,-1,...,210.181212,30.740278,347.87985,39.01027,7.54918,39.97231,17.80432,320.5464,16.94376,39.24759,3.651611,0.762543,18.002789,225.329794,210.179693,75.509487,-12.696995,0.867102,314.672348,355.657739,6.436121,0.141246,6.977944,2.45595,352.16704,40.32108,278.78587,61.24726,20.81568,20.48971,42.558278,22.207204,96.1256,42.547754,22.298822,82.0518,0.8,0.21,86.1433,0.709,0.000197,55.88,74.05,1,1,2,"BG0001,BG0003"
20221023222454_rvzgf,2459876.433965957,2022-10-23 22:24:54.658707,2,STA,210.181233,11.915087,46.4146,13.82578,47.87975,-3.46904,32.0227,356.98901,-3.00134,37.00266,2.142165,0.885939,5.470433,127.295774,30.183318,157.479092,4.349396,0.244337,232.702275,347.629238,4.039994,0.314358,3.135307,3.021857,46.46398,15.00751,129.74851,44.56613,34.05498,33.73216,51.025416,3.364485,101.0286,51.122886,3.177876,84.1014,0.77,0.85,91.8229,0.544,6.57e-05,49.06,34.84,1,1,6,"BE0005,BE0008,BE000B,BE000C,BE000G,FR000X"
20221023222612_g3MCH,2459876.434865826,2022-10-23 22:26:12.407350,-1,...,210.182129,15.253064,107.33937,72.80601,97.85159,49.84072,52.42784,35.88163,71.52865,42.24481,-682.036012,1.001314,91.899942,216.728368,210.182369,66.910738,-36.70487,0.896096,323.271837,,-1365.0,5.5e-05,,-0.046555,106.48097,72.6468,26.48035,48.02878,53.67653,53.4615,51.545731,6.387634,108.5573,51.430315,6.295691,92.3969,0.4,0.13,98.1372,0.645,2.18e-05,48.55,54.82,1,1,3,"BE0001,LU0001,NL0006"
20221023222636_Io8WU,2459876.4351495965,2022-10-23 22:26:36.925141,8,ORI,210.182411,31.33823,96.14601,15.86798,95.96136,-7.44262,65.57735,77.41767,-11.99368,40.87614,7.88865,0.931622,163.861534,87.090154,30.180572,117.270726,16.11709,0.539408,272.90738,358.221455,15.237891,0.044484,22.156678,-0.19991,96.22827,16.07753,94.40656,29.23091,66.81502,64.66349,42.001163,22.369819,110.3252,42.010921,22.197757,102.2161,0.26,0.48,108.8449,0.183,1.08e-05,35.02,35.42,1,1,2,"BG0001,BG0003"
20221023222654_H7kq7,2459876.435351715,2022-10-23 22:26:54.388172,8,ORI,210.182613,14.53892,96.50492,15.12539,96.34327,-8.16919,69.20285,79.45946,-12.83479,44.26596,-5.036141,1.121816,163.268153,74.045096,30.182119,104.227215,16.069476,0.613484,285.954173,,-10.685765,0.087208,,-1.991279,96.5027,15.4537,86.24356,16.97429,70.37096,67.06015,51.061023,5.497467,110.4002,51.042778,5.074875,101.2607,0.47,0.05,104.7985,0.613,2.12e-05,75.46,71.8,1,1,2,"FR000Y,NL0006"
20221023222741_4d5mR,2459876.435893224,2022-10-23 22:27:41.174561,337,NUE,210.183152,31.642861,106.17321,10.73988,106.23405,-11.79106,67.61107,94.58461,-19.97114,40.45018,6.03089,0.864406,158.053116,51.978666,30.181927,82.160594,17.123413,0.817755,308.019438,357.821761,11.244025,0.066548,14.810603,-0.141127,106.14627,10.99928,91.85219,18.83748,68.8506,63.39799,41.446973,22.40464,112.5145,41.451745,22.200966,106.6329,0.28,0.42,109.0658,0.586,7.47e-06,33.85,71.91,1,1,2,"BG0001,BG0003"
20221023222917_2oFi8,2459876.437010368,2022-10-23 22:29:17.695784,8,ORI,210.184265,14.778728,97.00898,15.7084,96.80546,-7.56387,66.48853,79.11317,-12.18615,41.46005,13.777721,0.958229,164.015648,82.036573,30.183787,112.22036,15.826145,0.575511,277.962699,359.247881,26.979931,0.019273,51.140706,-0.516983,96.98249,16.06362,85.77353,17.3177,67.68863,66.0782,51.475477,5.114452,113.8282,51.453975,4.668826,104.0706,0.52,0.03,108.3301,0.563,1.98e-05,78.94,46.41,1,1,2,"BE0006,NL0006"
20221023223030_OjN2d,2459876.437855334,2022-10-23 22:30:30.700859,-1,...,210.185106,14.476249,150.73327,46.26689,135.26628,31.90598,62.9363,152.00743,52.55967,41.8946,31.495393,0.971704,123.047454,142.041429,210.185448,352.226877,31.036332,0.891189,37.958814,0.138698,62.099597,0.005576,176.75479,-0.468511,150.37147,46.62434,29.64538,14.90887,64.04728,63.30267,51.187932,4.531428,118.6853,50.756553,4.144846,104.0026,0.92,-0.42,109.6659,0.614,5.8e-05,19.37,23.1,1,1,4,"BE0005,BE000B,BE000C,FR000X"
20221023223303_NGf2a,2459876.439620226,2022-10-23 22:33:03.187540,-1,...,210.186864,14.304011,35.54694,62.47419,57.89173,44.97256,33.40891,348.6449,39.5558,37.07835,2.171557,0.72721,51.239245,267.762571,210.186884,117.949455,-51.184873,0.59238,272.237709,345.956919,3.750735,0.307998,3.200056,2.951755,36.20183,62.16719,37.89679,73.53161,35.25615,34.16355,50.769896,3.721871,102.3692,50.745671,3.69208,90.6545,0.36,1.71,96.7304,0.481,1.6e-05,39.15,52.0,1,1,4,"BE000B,BE000C,BE000G,FR000X"
20221023223317_S3cFK,2459876.4397882526,2022-10-23 22:33:17.705063,8,ORI,210.187032,27.741915,96.3704,15.71728,96.18559,-7.58374,64.90224,77.44282,-12.31012,40.17413,5.238166,0.898546,163.451295,89.098664,30.185749,119.284413,16.546599,0.531434,270.899508,356.637349,9.944897,0.082212,11.988628,0.149392,96.41964,15.97995,93.66411,26.18324,66.14,63.97398,45.627822,17.099604,111.9475,45.636443,16.903945,104.329,0.28,-1.32,109.3363,0.343,4.01e-05,80.01,53.36,1,1,2,"HR000G,HU0002"
20221023223416_oaa5s,2459876.4404740008,2022-10-23 22:34:16.953706,-1,...,210.187715,16.468901,339.31712,-23.88617,331.86847,-14.06724,4.80285,305.10642,-1.96396,34.05665,1.422888,0.311682,1.971191,20.865263,30.195567,51.06083,0.701961,0.979399,339.127119,349.482137,1.866376,0.580695,1.697292,4.650625,350.56973,-0.05877,212.241,35.04006,11.9821,10.55748,50.272959,5.578499,76.322,50.315119,5.619739,72.3894,0.64,2.21,74.5252,0.457,0.000107,56.62,31.68,1,1,2,"BE0004,FR000Y"
20221023223417_pvKz9,2459876.440476421,2022-10-23 22:34:17.162797,-1,...,210.187717,15.318465,112.60935,24.91737,110.43602,3.06938,72.56968,103.10369,5.11817,43.55993,-7.772068,1.117626,174.646814,212.194388,210.190806,62.385194,-2.849168,0.914194,327.808523,,-16.45833,0.045488,,-1.884107,112.54213,25.14798,67.9522,14.33104,73.69063,72.5481,49.232683,4.426856,111.4551,49.127868,4.03494,103.5184,0.44,-0.81,105.0923,0.802,3.89e-05,14.13,73.77,1,1,2,"FR0006,FR000F"
20221023223427_mapee,2459876.4405948725,2022-10-23 22:34:27.396981,8,ORI,210.187835,27.650518,96.55088,15.54399,96.36868,-7.749,66.33149,78.35593,-12.45095,41.48112,14.163189,0.960176,163.4942,83.344984,30.186529,113.531513,16.391435,0.564029,276.653169,359.277118,27.762349,0.018491,53.301842,-0.516388,96.60989,15.79479,93.53031,25.86903,67.55084,65.59606,45.47107,16.715056,112.7791,45.484712,16.389999,100.2914,0.44,-0.48,107.9234,0.389,3.58e-05,34.05,39.8,1,1,2,"HR000G,HR0025"
20221023223511_jZnyb,2459876.441099933,2022-10-23 22:35:11.034201,23,EGE,210.188338,13.052851,107.65364,24.42409,106.03863,1.96391,68.19051,94.82359,3.3446,40.05952,4.968221,0.839943,176.299417,235.928676,210.191729,86.120404,-3.064674,0.795196,304.074561,356.912082,9.141246,0.089003,11.073937,-0.010727,107.56998,24.70352,70.49274,16.09322,69.35977,70.22423,50.541522,1.936826,112.6149,50.420054,1.405457,100.9965,0.6,-0.51,103.9993,0.742,3.82e-05,19.38,45.75,1,1,3,"BE0005,BE000G,FR000X"
20221023223726_Eh4qb,2459876.442670286,2022-10-23 22:37:26.712765,-1,...,210.189902,15.451545,128.67023,42.35759,120.07478,22.87279,66.36768,119.09838,39.57703,40.48947,6.163633,0.838621,140.417856,181.84491,210.1904,32.035311,-1.175426,0.994678,358.155443,359.911797,11.332588,0.064409,15.302268,-0.069404,128.4536,42.5538,46.20289,20.0447,67.49081,67.01329,50.853245,3.768475,114.8488,50.670298,3.468807,104.0348,0.48,0.29,110.4023,0.411,1.54e-05,28.9,43.33,1,1,5,"BE0005,BE0008,BE000B,BE000G,FR000X"
20221023223727_Srk84,2459876.4426774415,2022-10-23 22:37:27.330987,2,STA,210.189909,17.66018,43.09089,13.98325,44.82564,-2.4056,29.5245,352.40407,-1.93302,36.73189,2.043632,0.850246,3.152502,120.441976,30.195043,150.637019,2.717555,0.306042,239.553153,345.966588,3.781222,0.337365,2.921492,3.205292,43.31447,15.27556,140.18252,49.29091,31.66881,30.5714,50.315404,5.974209,98.9708,50.385357,5.88284,87.0368,0.52,1.64,93.063,0.495,1.82e-05,22.69,80.2,1,1,2,"BE0001,FR000Y"
20221023223808_TUBE8,2459876.44315016,2022-10-23 22:38:08.173816,8,ORI,210.19038,15.631207,97.08393,15.16502,96.90531,-8.10304,66.20408,79.10587,-13.08615,41.21388,10.468452,0.945059,162.860433,82.433992,30.18994,112.623933,16.985794,0.575151,277.565295,358.855209,20.361753,0.029099,33.870714,-0.388954,97.05835,15.52578,86.73021,17.38885,67.40853,64.70529,51.460641,3.775111,112.8308,51.446896,3.406179,104.7046,0.41,0.87,107.8227,0.616,1.03e-05,28.12,41.59,1,1,4,"BE0008,BE000B,BE000C,BE000G"
20221023223826_1L02G,2459876.4433618765,2022-10-23 22:38:26.466132,17,NTA,210.190591,17.525178,42.93439,18.62373,46.03225,2.07787,32.5201,356.6033,1.77311,38.11472,2.683451,0.902625,3.203315,303.6667,210.184873,153.851572,-2.665617,0.261301,236.339255,351.274932,5.105601,0.224215,4.395832,2.556582,43.23728,19.5012,134.99216,54.67036,34.49098,31.78584,48.075611,5.591685,101.5952,48.176079,5.440789,79.0214,0.93,-0.58,84.5036,0.757,0.000264,30.96,71.97,1,1,2,"FR0006,FR000V"
20221023223830_CpUiW,2459876.443413389,2022-10-23 22:38:30.916802,8,ORI,210.190643,33.447932,92.6499,22.81582,92.44256,-0.59941,64.80192,71.99484,-0.94454,41.11057,9.514537,0.954936,178.584006,99.463863,30.160543,129.624406,1.396718,0.42876,260.505448,358.678701,18.600315,0.033583,29.348246,-0.25542,92.80488,22.93362,90.74338,37.5877,66.02948,66.21707,40.663005,21.469946,101.622,40.664494,21.30339,90.6518,0.32,-1.78,92.8328,0.801,7.4e-05,65.58,44.56,1,1,2,"BG0003,GR0002"
20221023224043_sGWDX,2459876.4449534463,2022-10-23 22:40:43.977758,-1,...,210.192177,29.611498,348.52546,-6.96069,346.73242,-1.87087,12.99809,314.47876,-0.60561,40.12576,5.120627,0.818853,0.624799,31.774344,30.241429,62.015773,0.328999,0.927585,328.176926,358.092407,9.313669,0.085059,11.587384,2.15501,353.8783,0.28657,225.1669,34.56214,16.9045,16.64373,46.017638,17.104449,92.9125,46.165779,17.319158,76.6376,1.72,0.42,82.1514,0.661,0.00101,82.42,54.24,1,1,2,"HR0024,HU0002"
20221023224218_GTnyu,2459876.446048488,2022-10-23 22:42:18.589355,8,ORI,210.193267,17.515693,96.00411,16.00412,95.81808,-7.3124,66.26423,77.50592,-11.70602,41.56843,16.014916,0.965751,164.258059,85.025411,30.192762,115.218173,15.681116,0.548501,274.973763,359.398912,31.481331,0.015379,64.089612,-0.551232,96.00982,16.34337,88.49633,19.84191,67.46283,66.55961,51.61655,4.612342,116.7513,51.599055,3.739224,94.8742,0.98,-2.32,107.4876,0.423,0.000428,37.28,32.69,1,1,6,"BE0001,BE0005,BE0008,BE000B,FR000F,FR000X"
20221023224437_HQj9U,2459876.447654331,2022-10-23 22:44:37.334207,-1,...,210.194867,20.046784,93.98657,31.03834,93.44574,7.64831,64.35218,72.98277,12.15711,40.67086,6.865779,0.932491,162.404101,276.138763,210.195985,126.334748,-17.491734,0.463503,263.862035,357.802965,13.268055,0.054786,17.990173,-0.032905,94.06333,31.21595,80.75289,33.59357,65.54153,65.4745,51.963636,6.563066,111.7435,51.938392,6.314806,100.0968,0.32,-0.13,105.8474,0.506,1.86e-05,41.12,23.54,1,1,2,"BE0006,DE0001"
20221023224459_sJcTl,2459876.447910692,2022-10-23 22:44:59.483755,-1,...,210.195122,21.059158,76.52274,38.16507,79.0521,15.23816,58.06881,48.35461,21.22852,42.15146,134.744891,0.998413,128.740275,304.854169,210.19571,155.049878,-39.796862,0.213788,235.146167,359.978258,269.275994,0.00063,1564.1,-0.31998,76.73655,38.27832,86.68854,49.50318,59.31,56.52422,51.629536,7.48488,108.203,51.624962,7.359627,97.8839,0.24,0.18,102.3917,0.563,1.34e-05,31.05,57.99,1,1,2,"BE0006,LU0001"
20221023224801_i2Xgk,2459876.4500127034,2022-10-23 22:48:01.097576,2,STA,210.197216,19.784267,46.40037,13.01935,47.64423,-4.2406,32.22291,357.07141,-3.66758,37.24519,2.239515,0.889725,6.689428,126.633269,30.199917,156.833186,5.363716,0.246963,233.364344,348.464328,4.232067,0.294085,3.351441,2.918675,46.64231,14.17468,139.59179,47.4893,34.21285,33.91114,50.727512,5.443465,98.429,50.832217,5.302521,81.5337,0.73,0.16,87.2462,0.662,9.33e-05,66.43,39.44,1,1,2,"BE000D,FR000Y"
20221023224836_ya2HV,2459876.4504209785,2022-10-23 22:48:36.372541,-1,...,210.197623,37.878233,35.3041,25.27953,41.34428,10.59979,31.91078,352.80512,8.48928,39.76407,4.388635,0.919897,13.809562,290.467897,210.195285,140.663182,-12.92211,0.351543,249.535259,355.753022,8.425727,0.107204,9.193795,1.885274,36.34352,25.85589,184.91185,73.65117,33.77913,33.71717,42.155888,23.397189,90.2463,42.180099,23.400008,80.9279,0.28,0.37,88.1455,0.225,3.02e-05,22.43,28.01,1,1,2,"BG0003,BG0004"
20221023224848_5In8M,2459876.4505570624,2022-10-23 22:48:48.130192,-1,...,210.197759,18.168037,323.85816,75.00759,49.45689,71.25314,31.40708,320.78975,46.287,41.14646,9.824459,0.905028,48.172366,209.644292,210.197793,59.842084,-21.627065,0.933049,330.356078,359.343531,18.715869,0.032007,30.793823,1.309212,328.70029,75.17479,338.39153,58.12406,33.25121,32.51603,50.198874,3.641842,101.1557,50.140968,3.677485,89.8654,0.45,0.97,93.0123,0.721,3.51e-05,81.91,41.55,1,1,2,"BE000E,FR000X"
20221023224937_MJb02,2459876.4511241345,2022-10-23 22:49:37.125219,8,ORI,210.198323,49.782193,96.45871,17.53032,96.18903,-5.76872,67.17492,78.54785,-9.21259,42.17248,184.721986,0.996936,167.754247,82.142636,30.193406,112.336042,12.129025,0.566071,277.851279,359.984988,368.8779,0.000393,2510.6,-0.882729,96.7418,17.58215,96.56885,45.46586,68.36488,67.18226,31.32611,35.047245,114.5919,31.346012,34.844221,94.565,0.42,-1.74,98.1777,0.82,0.00012,5.51,47.79,1,1,2,"IL0002,IL0004"
20221023225205_h8gWN,2459876.4528464945,2022-10-23 22:52:05.937125,8,ORI,210.200039,49.418114,97.48109,15.8301,97.25691,-7.41935,68.34363,80.56437,-11.82424,43.06772,-12.406188,1.049659,164.792695,75.133933,30.196401,105.330334,14.686626,0.616084,284.86124,,-25.428461,0.022555,,-1.370162,97.74946,15.89882,98.28995,43.44682,69.52579,64.54561,31.847305,34.061041,111.4427,31.865926,33.910428,97.6199,0.32,-1.12,100.3633,0.802,4.81e-05,5.49,43.04,1,1,2,"IL0002,IL0004"
20221023225236_7K261,2459876.4532017405,2022-10-23 22:52:36.630380,8,ORI,210.200392,32.277262,96.60106,14.3238,96.47442,-8.96567,63.21604,76.95996,-14.77066,38.64092,3.056897,0.833159,160.103396,94.14732,30.199386,124.346706,19.842312,0.510016,265.850977,352.077682,5.603778,0.184409,5.344682,0.905368,96.6724,14.59932,97.83156,28.24949,64.4725,61.48355,45.307922,16.792591,112.1658,45.324762,16.617587,104.6202,0.27,0.46,109.8959,0.301,8.63e-06,40.71,76.19,1,1,2,"HR000G,HR0025"
20221023225300_uyTeo,2459876.453477999,2022-10-23 22:53:00.499130,8,ORI,210.200668,22.14607,97.05418,15.60349,96.85452,-7.66652,66.35534,79.11637,-12.36662,41.33255,11.836188,0.95148,163.78117,82.362342,30.199981,112.562323,16.071027,0.574286,277.636543,359.051272,23.09809,0.024204,40.720999,-0.451476,97.08166,15.91754,91.06069,21.75635,67.55731,66.16069,50.31143,6.562473,113.0235,50.314677,6.254784,104.1704,0.36,1.57,110.9957,0.229,3.27e-06,82.75,36.8,1,1,2,"BE0007,FR000Y"
20221023225340_nxd5r,2459876.453942084,2022-10-23 22:53:40.596036,8,ORI,210.20113,18.073674,96.56059,15.6732,96.37214,-7.6195,65.84208,78.14824,-12.29182,41.00699,8.717961,0.936464,163.646414,85.214751,30.200646,115.415397,16.294992,0.553907,274.784429,358.477846,16.882015,0.03829,25.740858,-0.27428,96.56025,16.01984,88.71691,19.59926,67.04723,66.46479,51.595654,2.322286,115.3525,51.584184,1.640521,98.4356,0.77,-0.61,100.9412,0.852,8.6e-05,32.17,47.71,1,1,6,"BE0005,BE0008,BE000A,BE000B,BE000G,FR000X"
20221023225410_m5MCV,2459876.4542901814,2022-10-23 22:54:10.671713,-1,...,210.201477,22.944841,109.91754,70.08455,99.85778,47.32755,49.532,37.39247,71.42326,38.41993,2.887407,0.697547,92.408884,225.368638,210.201909,75.570548,-45.317375,0.873305,314.63165,353.665314,4.901509,0.200883,4.906396,1.757537,109.13393,69.91353,31.09414,48.43017,50.86044,50.91769,51.38667,7.061806,107.5623,51.337013,7.013981,100.1801,0.23,0.37,105.6719,0.256,1.42e-05,89.43,31.74,1,1,2,"BE0006,LU0001"
20221023225449_ODMCe,2459876.4547438174,2022-10-23 22:54:49.865868,-1,...,210.201928,40.152964,113.40903,20.16588,111.90491,-1.50944,69.9017,105.13121,-2.59671,40.63721,6.723553,0.862809,177.31112,32.561381,30.187076,62.748457,1.446785,0.922412,327.422944,358.723338,12.524695,0.056534,17.434076,-0.373903,113.45959,20.30307,85.62372,25.71396,71.08661,67.9965,43.170021,24.111347,111.4062,43.157976,23.89976,102.9852,0.28,-1.8,107.7364,0.436,6.88e-05,13.39,60.51,0,1,2,"BG0003,BG0004"
20221023225652_Zv2c2,2459876.456159732,2022-10-23 22:56:52.200831,480,TCA,210.203339,33.619114,138.29011,32.51812,130.8269,15.66765,68.84523,138.65888,26.60935,41.5096,14.716481,0.93799,152.160414,145.997503,210.205051,356.202554,15.138825,0.91257,34.003707,0.399946,28.520391,0.017458,56.455542,-0.677316,138.08467,32.69518,57.16071,14.10121,70.00044,68.65512,46.119806,17.066421,113.7932,45.980613,16.75793,106.5905,0.44,-0.04,108.5375,0.73,2.07e-05,36.42,76.01,1,1,2,"HR000G,HR0024"
20221023225846_hUqj2,2459876.457482498,2022-10-23 22:58:46.487839,8,ORI,210.204657,19.264877,97.20781,16.09963,96.97845,-7.16364,66.77565,79.51636,-11.53492,41.64191,18.000234,0.967663,164.936021,81.009572,30.20393,111.213502,14.874608,0.582081,278.989353,359.5001,35.418387,0.012906,76.369132,-0.616883,97.21503,16.4165,88.39533,20.20461,67.97403,66.80622,50.327467,2.164106,117.8688,50.309109,1.332783,96.0635,1.03,-2.67,101.0643,0.771,0.000504,62.61,34.02,1,1,4,"BE0005,BE0008,FR000F,FR000X"
20221023225913_5Mjwy,2459876.457795383,2022-10-23 22:59:13.521086,903,OAT,210.204968,23.989438,30.79003,29.52083,38.96947,15.95677,28.05634,346.60594,11.63328,38.25132,2.770787,0.840968,16.622611,282.683565,210.204603,132.888168,-16.205651,0.440645,257.317307,350.84784,5.100929,0.213698,4.61217,2.634884,31.55602,30.43306,163.39047,66.59739,30.20782,30.00813,53.177508,6.846502,90.9384,53.229455,6.820687,76.8316,0.51,-0.21,85.232,0.405,0.000162,42.4,31.2,1,1,2,"DE0001,DE000B"
20221023230025_k8aYX,2459876.458625966,2022-10-23 23:00:25.283481,624,XAR,210.205796,37.014807,43.51327,13.11009,44.96575,-3.3603,27.70685,350.13003,-2.61376,35.60729,1.721071,0.811354,4.055174,120.254485,30.214767,150.469252,3.5021,0.324673,239.737264,341.040925,3.117469,0.436522,2.257869,3.694489,44.27549,14.41343,166.94216,57.19537,29.88791,29.34856,46.655572,19.569973,94.9287,46.734062,19.543484,80.8635,0.6,0.24,83.1057,0.841,0.000123,67.67,67.0,1,1,2,"HR0024,HU0001"
20221023230105_zCK8d,2459876.459087604,2022-10-23 23:01:05.169002,8,ORI,210.206255,36.173376,96.90232,15.90481,96.69245,-7.37269,63.5498,77.59246,-12.16295,38.70405,3.10917,0.83541,163.67675,93.837905,30.204948,124.042853,16.285623,0.511738,266.15999,352.291353,5.706603,0.179778,5.482358,0.858442,97.02351,16.15315,99.75133,31.6611,64.78614,61.96703,46.094683,18.563948,111.8107,46.110886,18.427695,105.1207,0.2,0.95,107.8503,0.592,3.76e-06,80.31,65.75,1,1,2,"HR0024,HU0002"
20221023230152_yL2Rr,2459876.459637039,2022-10-23 23:01:52.640159,8,ORI,210.206803,22.573421,96.89692,15.40953,96.7113,-7.86764,66.00353,78.72465,-12.7079,41.07029,9.186708,0.93844,163.247822,83.768223,30.206429,113.974652,16.650294,0.565529,276.230935,358.598271,17.807886,0.035397,27.844567,-0.312462,96.94052,15.74686,92.59224,21.90314,67.19502,67.46579,52.718547,4.688684,115.9098,52.73337,4.078374,99.2317,0.76,-2.32,107.7722,0.488,0.00026,26.16,44.34,1,1,5,"BE0001,BE000B,DE0001,FR000F,NL0009"
20221023230205_E5uQB,2459876.459790335,2022-10-23 23:02:05.884947,-1,...,210.206955,23.763387,31.29974,29.61466,39.43515,15.8874,32.61935,351.80981,12.54965,41.09664,9.397437,0.957508,19.717713,282.936524,210.20658,133.143105,-19.197352,0.399311,257.064344,358.664365,18.395562,0.034213,28.808108,1.28345,32.03329,30.27935,160.7739,67.83907,34.4935,33.58547,51.576623,5.900129,97.841,51.633081,5.868446,81.3007,0.53,0.24,87.4381,0.629,9.51e-05,88.82,26.27,1,1,3,"BE0002,BE0006,DE0001"
20221023230306_lu5b4,2459876.460494991,2022-10-23 23:03:06.767216,23,EGE,210.207658,23.91784,107.1718,25.97598,105.42014,3.45279,68.13716,93.73984,5.8568,40.21722,5.3471,0.85372,173.462879,237.610654,210.211048,87.821702,-5.516676,0.782174,302.392331,357.1976,9.912026,0.079713,12.364544,-0.075508,107.17645,26.17439,77.16511,23.92319,69.30575,65.80642,49.963141,5.765444,113.6668,49.933853,5.567799,107.1263,0.28,0.35,111.3594,0.353,1.08e-05,75.18,70.4,1,1,2,"BE0007,FR000F"
20221023230331_ZpACS,2459876.460776513,2022-10-23 23:03:31.090761,-1,...,210.207937,25.073962,88.39903,49.08938,88.83694,25.65815,59.01806,58.99326,38.49172,41.05887,9.098325,0.943686,121.196252,269.941524,210.208596,120.15012,-58.803699,0.512363,270.058821,358.570607,17.684288,0.035914,27.443711,0.118836,88.5551,49.07234,67.95495,50.77134,60.22281,59.65197,51.79965,6.853552,114.5223,51.731601,6.584095,89.6105,0.55,-3.41,93.1145,0.859,0.000395,36.99,49.08,1,1,4,"BE0001,BE0006,FR0006,FR000Y"
20221023230334_3U3vS,2459876.4608103954,2022-10-23 23:03:34.018165,-1,...,210.207971,22.117126,48.91243,79.81317,77.25251,58.21276,42.7122,349.7444,60.22514,41.82802,26.283927,0.967641,69.630558,225.180656,210.208277,75.388933,-41.680533,0.850513,314.81963,359.791155,51.717341,0.007314,134.752246,0.592762,50.03064,79.32437,10.25901,60.86077,44.15564,44.06751,51.794371,3.885657,103.9647,51.714264,3.862294,87.5,0.43,0.08,91.4516,0.76,4.98e-05,81.43,33.21,1,1,2,"BE0009,BE000B"
20221023230352_F0TfP,2459876.461027603,2022-10-23 23:03:52.784911,-1,...,210.208188,24.367459,110.38915,44.14468,105.62083,21.80637,59.37512,88.68252,38.7774,35.21715,1.633493,0.541845,136.696032,252.846801,210.20898,103.055782,-40.947031,0.748392,287.153679,337.673833,2.518593,0.472094,2.08774,2.500641,110.27027,44.22599,60.50715,34.79762,60.61805,60.41685,50.487574,6.057733,110.6262,50.419455,5.869609,99.8043,0.32,-0.13,105.2303,0.499,2.3e-05,75.3,52.48,1,1,4,"BE0001,BE0004,FR000F,FR000Y"
20221023230444_KnhS5,2459876.4616268137,2022-10-23 23:04:44.556708,-1,...,210.208784,331.892323,321.48084,-3.25256,322.79429,11.25962,7.64467,305.40225,2.3092,37.05148,2.160488,0.544865,2.318831,194.772318,210.176575,44.948893,-0.591101,0.983313,345.262135,356.330652,3.337662,0.310368,3.175618,3.488496,325.71627,-7.46966,337.92823,73.5084,13.42894,12.98223,-22.854759,-46.633869,88.8624,-22.894418,-46.616928,72.6633,1.36,-0.11,82.6065,0.386,0.00163,88.62,75.66,1,1,2,"BR0003,BR000G"
20221023230532_fUUXt,2459876.462182388,2022-10-23 23:05:32.558338,8,ORI,210.209338,37.018536,97.81653,16.29776,97.55619,-6.93515,68.55526,81.1296,-11.06537,43.12817,-11.564918,1.053928,165.860152,74.165035,30.207493,104.372528,13.592748,0.623675,285.832314,,-23.753512,0.025061,,-1.412194,97.97339,16.48824,98.55021,32.03669,69.72865,67.90538,44.73338,18.300674,114.139,44.767707,17.976168,97.6806,0.44,-1.67,102.1666,0.727,0.000118,68.44,102.89,1,1,2,"HR000G,HU0002"
20221023230906_Ebw30,2459876.464662661,2022-10-23 23:09:06.853897,8,ORI,210.211809,25.818061,96.80098,15.78323,96.60012,-7.49878,66.20719,78.66323,-12.08586,41.26595,11.026079,0.948769,164.033772,83.556213,30.211156,113.767369,15.862693,0.564883,276.442601,358.940536,21.487276,0.02692,36.612745,-0.412354,96.86707,16.08676,94.2911,24.31201,67.4008,64.02119,51.010976,6.156526,115.1645,51.039382,5.514518,94.6465,0.8,-1.16,102.7041,0.607,0.000126,84.82,55.31,1,1,5,"BE0001,BE0006,FR000F,LU0001,NL000K"
20221023230911_dcXE2,2459876.464721382,2022-10-23 23:09:11.927416,8,ORI,210.211867,36.323233,96.73577,14.99387,96.57443,-8.29024,66.59883,78.73735,-13.30372,41.7295,21.132315,0.972754,162.484996,81.624646,30.21047,111.835116,17.322265,0.575765,278.373154,359.607489,41.688866,0.010146,97.145181,-0.64476,96.87617,15.20858,99.59465,31.54457,67.80159,65.35723,44.136475,16.645112,112.2556,44.175994,16.315496,95.6757,0.53,-2.09,101.0217,0.678,0.000217,88.29,79.84,1,1,2,"HR000K,HR0025"
20221023230941_V6GFw,2459876.465062031,2022-10-23 23:09:41.359483,8,ORI,210.212206,54.004394,97.8488,12.69023,97.788,-10.53554,64.54801,79.53423,-17.3127,39.65933,4.215038,0.863062,157.657162,84.620759,30.210179,114.830938,22.239168,0.5772,275.375785,355.280012,7.852877,0.113894,8.653722,0.393811,98.13499,12.79977,104.80922,45.38633,65.76623,62.24981,31.717689,34.238188,112.9814,31.738702,34.145009,103.583,0.21,-1.06,111.2721,0.182,3.92e-05,5.23,20.15,1,1,2,"IL0002,IL0004"
