traj_id,jdt_ref,utc,shower_no,shower_code,la_sun,lst_ref,ra_g,dec_g,L_g,B_g,v_g,L_h,B_h,v_h,a,e,i,peri,node,pi,b,q,true_anomaly,mean_anomaly,QQ,n,T,Tj,re_norot,dec_norot,azimuth_apparent_norot,elevation_apparent_norot,v_init,v_avg,rbeg_lat,rbeg_lon,rbeg_ele,rend_lat,rend_lon,rend_ele,duration,peak_mag,peak_ht,f_param,mass,Qc,mfe,fov_beg,fov_end,stations_num,Stations
20221023210710_jw2JD,2459876.3799882326,2022-10-23 21:07:10.983299,17,NTA,210.127469,351.917431,43.51848,18.83394,46.62299,2.11861,30.58449,354.59181,1.77017,36.60997,2.00249,0.864436,3.043878,304.635115,210.126043,154.761158,-2.504086,0.271467,235.365912,345.869528,3.733514,0.347815,2.833715,3.221727,43.02899,19.94243,105.61673,40.55853,32.77033,32.55484,47.49203,2.828963,99.3894,47.532271,2.615019,84.9158,0.76,0.45,86.9668,0.858,0.000113,21.03,32.71,1,1,2,"FR000A,FR000Z"
20221023210937_JgMsF,2459876.3816819936,2022-10-23 21:09:37.324247,-1,...,210.129155,353.360868,56.67111,46.24351,65.0689,25.64869,46.27971,20.22654,29.64737,40.49748,6.192528,0.959734,73.188443,302.018875,210.12885,152.147725,-54.256118,0.24935,237.981138,357.65771,12.135707,0.063959,15.409999,1.017662,56.55425,46.3607,69.60975,48.9189,47.77974,46.24279,49.834323,3.694015,104.7568,49.799768,3.550714,91.9613,0.36,-1.07,98.4592,0.492,9.73e-05,76.09,60.0,1,1,2,"FR000F,NL0001"
20221023211146_3LkVx,2459876.3831749,2022-10-23 21:11:46.311357,-1,...,210.130642,14.099985,14.74436,25.35291,23.57368,17.54069,21.47586,332.94201,9.56467,38.95444,3.337037,0.798417,11.337183,254.310768,210.128335,104.439103,-10.909505,0.672691,285.691615,353.336547,6.001384,0.161682,6.095962,2.505011,15.92965,26.41194,174.09383,73.86521,24.18456,22.77091,42.477159,23.893796,95.855,42.506512,23.889574,84.3733,0.53,-0.03,91.3046,0.396,0.000213,29.8,35.57,1,1,2,"BG0003,BG0004"
20221023211243_u3ut9,2459876.383841324,2022-10-23 21:12:43.890365,-1,...,210.131306,354.588598,261.65623,65.54411,192.89138,86.4667,15.99903,299.22316,28.29977,33.68356,1.3675,0.27278,28.302769,176.268953,210.131056,26.400009,1.768035,0.994474,3.731053,2.051565,1.740526,0.61633,1.599159,4.674101,271.76456,68.12422,326.03983,48.56481,19.36552,18.84821,50.919291,4.141826,94.1708,50.882336,4.181125,88.4799,0.4,2.52,90.997,0.558,2.74e-05,82.21,24.96,1,1,2,"BE0008,BE000D"
20221023211642_idEcP,2459876.3866035887,2022-10-23 21:16:42.550104,2,STA,210.134057,355.952452,46.54212,14.66854,48.23029,-2.69251,30.92043,355.82919,-2.30297,36.14102,1.85929,0.866111,4.081483,127.987327,30.134043,158.12137,3.215776,0.248939,232.012472,344.333105,3.469642,0.388762,2.535254,3.395083,46.12563,16.01338,112.43193,37.00223,33.07323,32.77892,50.99233,4.508654,99.6629,51.021653,4.395845,93.1197,0.33,2.03,98.0574,0.245,9.82e-06,14.78,47.81,1,1,2,"BE000B,BE000C"
20221023211725_xvEiq,2459876.387094959,2022-10-23 21:17:25.004471,-1,...,210.134546,13.726248,7.55889,58.10996,37.47435,48.70907,28.28554,334.69271,32.41755,39.645,4.193122,0.823193,37.636402,244.179799,210.133976,94.313775,-33.34537,0.741372,295.820949,355.645278,7.644871,0.114788,8.586316,2.048297,9.38649,57.74191,351.20473,74.68419,30.36976,29.82299,42.672059,22.105003,100.8768,42.644144,22.110821,89.2583,0.4,0.11,94.9635,0.509,7.14e-05,33.69,62.35,1,1,2,"BG0001,BG0003"
20221023211912_gsraP,2459876.388339617,2022-10-23 21:19:12.542934,23,EGE,210.135786,13.936501,105.64424,27.59192,103.87903,4.9048,69.15488,91.50778,8.15901,41.66418,18.720038,0.959063,170.722923,237.952708,210.138936,88.091644,-7.853604,0.766333,302.050492,359.588023,36.673742,0.012169,80.995466,-0.78214,105.50748,27.7526,67.40259,16.62517,70.35539,69.57345,40.832176,21.865945,114.0959,40.705661,21.468582,103.1648,0.56,-1.39,109.8614,0.387,0.0001,33.72,53.41,1,1,2,"BG0003,GR0002"
20221023212242_mGY62,2459876.390770806,2022-10-23 21:22:42.597638,8,ORI,210.138208,15.399832,99.18482,13.04648,99.08781,-10.10195,68.40097,83.28573,-16.26679,42.83065,-17.337098,1.038715,159.965594,68.812756,30.137035,98.94979,18.628283,0.671214,291.18591,,-35.34541,0.013653,,-1.263677,99.09019,13.34831,84.38744,13.6515,69.62827,69.11988,43.21379,22.445319,113.4219,43.177606,21.956881,103.7003,0.62,-1.54,108.3397,0.523,0.000132,9.32,41.68,1,1,2,"BG0003,BG0004"
20221023212323_4EK68,2459876.3912425544,2022-10-23 21:23:23.356701,8,ORI,210.138678,13.329454,97.28679,15.97413,97.06127,-7.28514,66.61148,79.6054,-11.75875,41.44725,13.560316,0.957009,164.683599,81.18082,30.136925,111.317745,15.130959,0.582973,278.81737,359.230794,26.537659,0.019738,49.935033,-0.519374,97.16943,16.25516,81.64558,15.2649,67.86568,67.39096,41.76444,20.210198,113.7025,41.702451,19.658829,101.0154,0.72,-1.76,103.3467,0.816,0.000181,42.73,31.84,1,1,2,"BG0003,GR0002"
20221023212359_Dx0uF,2459876.391659956,2022-10-23 21:23:59.420195,-1,...,210.139093,15.980277,116.57629,47.0428,109.72598,25.40855,63.49676,97.86774,43.61255,39.4979,3.974374,0.771346,134.166929,216.765106,210.139638,66.904744,-25.425521,0.908758,323.235532,356.787785,7.039989,0.124395,7.923256,0.534452,116.27045,47.10832,47.41299,24.55478,64.68832,64.06539,43.447646,22.711214,110.2893,43.249092,22.416215,95.2829,0.56,-1.7,99.8377,0.696,0.000148,5.0,30.92,1,1,2,"BG0003,BG0004"
20221023212409_uQ3Bb,2459876.391778255,2022-10-23 21:24:09.641222,8,ORI,210.139211,17.752875,96.83523,15.67012,96.63877,-7.6102,64.79845,78.12573,-12.41836,39.90361,4.644712,0.883691,163.492052,88.519896,30.137694,118.65759,16.502283,0.540224,271.478373,355.938317,8.749201,0.098461,10.010111,0.27254,96.75545,15.95786,85.40392,18.76386,66.06777,66.04924,43.019858,24.440948,112.3061,42.990911,23.966877,99.0407,0.63,-1.56,105.4184,0.519,0.000128,13.04,28.09,0,1,2,"BG0003,BG0004"
20221023212605_GpeE7,2459876.393121625,2022-10-23 21:26:05.708426,8,ORI,210.140549,13.038404,96.61632,17.04889,96.36224,-6.24281,68.58343,79.38482,-9.87764,43.47364,-8.317293,1.07176,167.054727,76.902603,30.138575,107.041178,12.602901,0.59685,283.095374,,-17.231437,0.04109,,-1.575823,96.53753,17.30483,81.21377,16.28868,69.80617,66.85442,42.43116,19.241364,112.4982,42.393627,18.917605,104.5466,0.43,-1.97,108.3595,0.52,0.00012,32.91,64.46,1,1,2,"BG0003,GR0002"
20221023212703_57RoK,2459876.393786383,2022-10-23 21:27:03.143479,-1,...,210.141211,8.84296,64.03576,55.94904,72.78985,34.05204,43.30007,18.28075,41.45888,36.62071,2.006059,0.809513,76.903526,292.134753,210.141109,142.275862,-64.449716,0.382128,247.865543,344.80338,3.629989,0.346888,2.841293,2.759463,63.91474,55.79309,53.62259,55.07686,44.85024,43.6121,46.238604,14.805759,102.5348,46.211238,14.752273,95.0847,0.2,1.03,97.8324,0.631,1.03e-05,46.8,29.97,1,1,2,"HR0006,HR000T"
20221023212813_w6hTX,2459876.394602429,2022-10-23 21:28:13.649916,-1,...,210.142024,18.687245,3.16931,37.47982,19.6086,32.73997,19.06169,326.42226,15.70378,38.08901,2.667865,0.709543,17.410042,242.151243,210.140456,92.291699,-15.340506,0.7749,297.850561,351.123067,4.56083,0.226182,4.357591,2.913548,5.56755,38.09397,252.57659,79.20891,22.00085,19.66365,42.098403,24.35593,82.9151,42.103854,24.378994,72.18,0.56,0.07,75.5118,0.69,0.000307,64.08,73.57,1,1,2,"BG0003,BG0004"
20221023213310_QH563,2459876.398039148,2022-10-23 21:33:10.582363,-1,...,210.145447,0.786013,31.36339,6.31232,31.41507,-6.02047,24.47209,340.29071,-3.81676,38.55568,2.989275,0.821428,4.987802,91.587455,30.145715,121.733169,4.985883,0.533799,268.412205,351.768018,5.444751,0.190702,5.168321,2.602167,31.19971,8.66662,139.45296,39.65936,27.01776,26.48889,52.531653,5.213856,96.6183,52.620632,5.088655,85.6744,0.65,0.1,90.499,0.559,0.000111,53.36,74.97,1,1,3,"BE0006,DE0001,NL0009"
20221023213625_pROKI,2459876.40029141,2022-10-23 21:36:25.177808,624,XAR,210.147691,0.542299,43.22835,11.50848,44.23318,-4.81245,28.38897,350.58118,-3.76328,36.28332,1.900322,0.827278,5.895592,118.691252,30.148371,148.839623,5.169618,0.328227,241.307925,343.913464,3.472417,0.376239,2.619638,3.413986,42.88171,13.10024,121.89233,39.40965,30.68185,29.73513,50.215383,4.157398,97.2895,50.284351,3.984053,85.1903,0.64,0.92,90.9545,0.524,8.03e-05,23.54,31.64,0,1,2,"BE0005,FR000X"
20221023214158_bngOb,2459876.404149488,2022-10-23 21:41:58.515770,2,STA,210.151533,15.18309,38.00008,9.51606,38.71003,-5.15367,26.30963,345.51904,-3.64705,37.14956,2.200145,0.808141,5.18351,106.742161,30.156192,136.898352,4.963221,0.422118,253.253263,346.717538,3.978172,0.302014,3.263455,3.128208,38.21202,11.04224,142.38517,51.01842,28.68531,28.05167,44.633317,17.405213,94.9153,44.71354,17.318454,80.8343,0.64,-0.15,86.955,0.565,0.000206,75.02,72.81,1,1,2,"HR000G,HR000K"
20221023214253_4FQqX,2459876.4047892573,2022-10-23 21:42:53.791833,17,NTA,210.152171,4.252617,46.44159,19.28455,49.40255,1.77329,32.99763,359.04635,1.58471,36.93168,2.115421,0.898655,3.065479,311.112172,210.150329,161.262501,-2.309128,0.214387,228.889643,347.710027,4.016455,0.320339,3.076776,3.018691,46.35652,20.27624,117.38882,44.90083,35.00081,34.95171,51.249823,6.243979,102.6985,51.350902,5.931128,77.9831,1.02,-0.46,83.8188,0.764,0.000269,25.65,31.57,1,1,3,"BE0006,FR000Y,LU0001"
20221023214345_Pfc99,2459876.4053920764,2022-10-23 21:43:45.875397,25,NOA,210.152771,1.758,40.65864,18.84714,44.0386,2.93085,27.4136,349.31913,2.24563,35.77805,1.762821,0.808008,3.432144,298.453989,210.151339,148.605329,-3.017131,0.338447,241.547351,341.614893,3.187195,0.421107,2.340524,3.636805,40.42356,20.20714,120.87882,46.90954,29.75132,29.42639,50.884984,3.531852,99.6321,50.955481,3.344785,83.0655,0.77,1.01,86.4105,0.798,7.55e-05,41.33,33.95,1,1,4,"BE0008,BE000B,BE000C,BE000G"
20221023214402_xomGn,2459876.4055841863,2022-10-23 21:44:02.473698,8,ORI,210.152962,22.549249,97.71868,12.23404,97.68432,-10.99801,66.42751,80.19911,-17.76981,41.5227,14.99379,0.958997,157.311511,77.318946,30.15194,107.470886,22.105418,0.614783,282.679637,359.346811,29.372796,0.016976,58.058761,-0.54057,97.68763,12.52387,90.77785,19.32844,67.67355,64.62605,43.111013,24.253684,111.4148,43.113137,24.015428,104.5314,0.32,-0.96,107.7093,0.538,4.62e-05,13.77,39.13,0,1,2,"BG0003,BG0004"
20221023214629_rPcnh,2459876.4072845727,2022-10-23 21:46:29.387123,8,ORI,210.154658,6.18277,96.67857,16.31686,96.45635,-6.97128,66.16029,78.4858,-11.23841,41.20108,10.341684,0.945898,165.104377,84.278179,30.154011,114.43219,14.819703,0.559504,275.721182,358.830113,20.123864,0.029636,33.257342,-0.380798,96.56098,16.70092,78.67262,12.35928,67.37897,67.36853,49.373263,7.162271,115.0583,49.26459,6.360358,102.1595,1.04,-1.45,106.6311,0.653,0.000147,60.09,43.58,1,1,3,"BE0004,BE0007,FR0006"
20221023214834_FhtnW,2459876.408729881,2022-10-23 21:48:34.261763,2,STA,210.156096,15.644795,41.10713,10.92781,42.06631,-4.75161,27.95025,349.04342,-3.59963,36.87329,2.093928,0.827719,5.464511,114.044099,30.160212,144.20431,4.989108,0.360744,245.951903,346.024362,3.827111,0.325283,3.030004,3.19405,41.28057,12.30078,138.84067,50.03838,30.21336,29.52599,45.842905,16.214373,97.026,45.924853,16.111633,82.4028,0.64,0.2,85.5201,0.787,0.000158,82.82,58.07,1,1,2,"HR000G,HR0025"
20221023214939_HYDyI,2459876.4094869443,2022-10-23 21:49:39.671989,25,NOA,210.15685,23.604563,40.45291,18.62221,43.78453,2.77541,28.69467,350.84573,2.17383,36.63633,2.011254,0.836947,3.429535,298.133558,210.147314,148.280872,-3.023937,0.327941,241.876298,345.366801,3.694566,0.345545,2.852338,3.266806,40.95844,19.48628,141.8963,62.89194,30.86438,30.36757,42.285986,23.895149,96.8287,42.340514,23.837447,81.6014,0.61,0.47,86.6722,0.667,8.95e-05,27.36,41.59,1,1,2,"BG0003,BG0004"
20221023214959_Uju2l,2459876.409718863,2022-10-23 21:49:59.709781,2,STA,210.157081,21.52281,47.59525,12.62483,48.66124,-4.9373,31.88357,357.16161,-4.30162,36.58112,1.992993,0.880254,7.863208,128.579814,30.161789,158.741602,6.13945,0.238653,231.415649,346.151944,3.747334,0.350304,2.813581,3.193035,47.85955,13.49439,132.11987,54.43682,33.91343,33.02598,40.612704,21.72866,101.7803,40.683562,21.625633,85.1518,0.65,-0.71,91.5497,0.615,0.000194,78.64,82.8,1,1,2,"BG0003,GR0002"
20221023215041_IOaz5,2459876.4101984017,2022-10-23 21:50:41.141903,-1,...,210.157559,7.554997,92.10843,71.46721,91.00208,48.03686,51.78485,31.1241,65.75307,42.23167,-4410.0,1.000188,90.435288,228.481521,210.157594,78.639115,-48.479653,0.827193,311.518624,,-8812.3,3e-06,,-0.009748,91.43259,71.29229,29.09636,49.0183,53.05498,51.53119,50.719394,7.58475,109.1962,50.629265,7.505988,95.8096,0.36,0.08,103.2132,0.447,2.17e-05,25.44,40.3,1,1,2,"FR000Y,LU0001"
20221023215109_ENnVo,2459876.41052629,2022-10-23 21:51:09.471462,-1,...,210.157885,5.683819,259.16431,39.10682,251.97753,61.86831,15.4894,292.03205,21.22629,37.72885,2.465289,0.605732,21.422116,159.865722,210.157514,10.023236,7.222459,0.971984,20.13466,3.995639,3.958593,0.254626,3.870814,3.130609,265.72032,44.98692,308.01304,27.85206,18.85715,18.1948,50.45064,5.604349,81.2148,50.416533,5.6725,77.9239,0.41,0.67,81.2247,-0.003,0.000104,83.09,26.7,1,1,4,"BE0001,BE0004,BE0007,FR000Y"
20221023215414_Jymvt,2459876.4126694207,2022-10-23 21:54:14.637989,2,STA,210.16002,6.975339,43.65929,12.84573,45.02578,-3.65447,29.73314,352.70299,-2.95388,36.77197,2.057647,0.852976,4.849562,120.78365,30.16139,150.94504,4.164982,0.302524,239.215021,346.159306,3.812769,0.333924,2.951596,3.183277,43.57275,14.27709,128.48936,42.42513,31.90784,31.7731,51.840719,6.122143,97.3827,51.933253,5.933574,82.0639,0.72,1.01,87.2258,0.663,6.08e-05,52.73,32.83,1,1,2,"BE0006,DE0001"
20221023215632_snj9E,2459876.414269996,2022-10-23 21:56:32.927644,8,ORI,210.161614,9.028178,97.15209,15.66505,96.94645,-7.60036,66.36619,79.29002,-12.2732,41.29175,11.328827,0.949066,163.950026,82.10306,30.161365,112.264425,15.893719,0.577017,277.896563,358.986105,22.080638,0.025848,38.13099,-0.434109,97.0873,16.06359,81.62372,13.88979,67.56225,66.98446,52.789948,7.598243,114.7286,52.718697,6.828885,101.7416,0.82,-0.88,106.662,0.621,8.41e-05,85.92,65.4,1,1,3,"BE0006,DE0001,NL000D"
20221023215635_43ghB,2459876.414294213,2022-10-23 21:56:35.020048,-1,...,210.161638,8.302253,32.64154,9.99174,33.85836,-2.98618,19.57208,335.01413,-1.67033,34.97142,1.583269,0.647554,2.035038,96.730126,30.16658,126.896706,2.021009,0.558017,263.264967,335.404616,2.608521,0.494735,1.992199,4.127117,32.47729,12.8451,143.55049,47.77417,22.6272,22.42003,50.16419,6.86189,86.6889,50.232816,6.782803,76.1089,0.64,0.55,81.1065,0.528,0.000152,65.43,38.35,1,1,2,"BE0007,FR000Y"
20221023215743_tzHw1,2459876.415086155,2022-10-23 21:57:43.443777,8,ORI,210.162427,8.153446,97.7936,15.6933,97.56718,-7.53991,66.01642,80.11289,-12.27498,40.74354,7.196083,0.918887,164.133147,82.13276,30.161994,112.294754,15.713632,0.583697,277.866731,357.963789,13.80847,0.051058,19.303894,-0.169272,97.69581,16.0912,80.07656,12.7392,67.22756,67.51727,51.093641,6.397501,117.5511,51.008333,5.647943,105.5175,0.87,-0.46,112.81,0.394,5.61e-05,25.75,29.67,1,1,4,"BE0001,BE0006,FR000Y,LU0001"
20221023215832_BeAF1,2459876.415653902,2022-10-23 21:58:32.497142,8,ORI,210.162992,7.733839,97.67647,15.24292,97.47797,-7.99573,66.45792,80.12978,-12.95248,41.24163,10.760663,0.944953,163.280772,80.377003,30.162343,110.539346,16.477212,0.592338,279.622322,358.907269,20.928987,0.027922,35.298737,-0.417582,97.55788,15.62698,79.72026,11.83512,67.67696,67.16371,48.953114,5.803339,114.4801,48.88498,5.244852,105.7476,0.65,-0.3,108.3869,0.698,4.68e-05,72.06,27.17,1,1,2,"BE0007,FR0006"
20221023215952_LwDRX,2459876.416576917,2022-10-23 21:59:52.245653,8,ORI,210.163912,6.590791,97.44311,16.42662,97.1889,-6.82553,66.25257,79.66588,-11.06444,41.02718,8.863674,0.934976,165.578701,82.568742,30.163348,112.73209,14.29758,0.57635,277.430674,358.522014,17.150999,0.037349,26.388902,-0.309512,97.33307,16.81551,78.51884,12.39139,67.46474,67.44334,50.274586,4.291119,113.3132,50.192703,3.676948,103.496,0.73,-0.48,107.33,0.609,5.05e-05,79.35,46.5,1,1,5,"BE0001,BE0005,BE000D,BE000E,FR000F"
20221023220150_SzaGz,2459876.417945157,2022-10-23 22:01:50.461548,2,STA,210.165275,5.527102,42.01928,10.61388,42.83063,-5.31891,25.76719,346.52471,-3.8771,35.32221,1.656143,0.773063,5.608399,115.285318,30.166391,145.451709,5.069588,0.37584,244.713562,339.023876,2.936446,0.462443,2.131313,3.854648,41.73695,12.53162,129.74357,41.41126,28.22773,27.83301,51.345131,2.761021,98.5297,51.433052,2.591535,84.855,0.79,-0.09,86.0727,0.911,0.000189,41.73,30.72,1,1,5,"BE0005,BE0008,BE000B,BE000C,FR000X"
20221023220221_0sYop,2459876.418301845,2022-10-23 22:02:21.279405,2,STA,210.16563,6.451433,47.18968,13.41018,48.49238,-4.07441,32.44188,357.79511,-3.57134,37.00065,2.141429,0.890812,6.648957,128.588801,30.166748,158.755548,5.192555,0.233818,231.410087,347.735673,4.04904,0.31452,3.13369,3.009283,47.09432,14.61007,123.11369,41.19302,34.47563,34.20798,50.936467,3.552433,103.8811,51.056157,3.260236,82.2529,1.01,-0.51,89.8742,0.648,0.000253,52.52,34.06,1,1,5,"BE0005,BE0008,BE000B,BE000C,FR000X"
20221023220453_ti968,2459876.4200656298,2022-10-23 22:04:53.670411,8,ORI,210.167387,20.169282,96.95654,15.46293,96.76664,-7.81152,66.41993,79.01658,-12.58586,41.42775,13.230462,0.956534,163.484582,82.133899,30.166172,112.300071,16.355632,0.575069,277.864566,359.199817,25.885855,0.020481,48.124159,-0.498217,96.93725,15.74704,88.01271,20.36732,67.64999,66.58773,45.594285,16.609391,115.6974,45.577988,16.011806,98.2974,0.79,-1.67,107.4377,0.475,0.000171,60.51,63.95,1,1,3,"HR000G,HR000K,HR0025"
20221023220532_9hWp4,2459876.4205150395,2022-10-23 22:05:32.499410,-1,...,210.167836,17.393137,315.81408,7.26403,320.61119,23.01754,8.79109,305.18973,5.21385,37.82924,2.518387,0.608906,5.233862,193.23597,210.163605,43.399575,-1.196777,0.984926,346.768461,357.431394,4.051848,0.246616,3.996542,3.165521,326.12801,17.08652,253.29459,38.87881,13.92022,13.77539,45.787603,13.723765,89.8148,45.821019,13.883593,79.2318,1.36,1.72,82.8053,0.662,0.000252,19.27,12.25,1,1,2,"HR001R,HR001S"
20221023220647_Mp23e,2459876.421379032,2022-10-23 22:06:47.148372,8,ORI,210.168695,10.352216,97.03417,16.0538,96.81278,-7.21771,65.85529,78.8822,-11.69537,40.81639,7.560398,0.92562,164.598013,84.520112,30.168005,114.688117,15.329863,0.562339,275.479098,358.105898,14.558457,0.047412,20.788234,-0.191171,96.94538,16.42111,81.64902,14.58479,67.07795,65.93242,49.430644,6.355334,115.6966,49.383567,5.87436,106.4568,0.56,-0.03,109.7331,0.645,2.5e-05,65.48,51.44,1,1,2,"BE0007,FR0006"
20221023220710_xQSFY,2459876.421652892,2022-10-23 22:07:10.809881,624,XAR,210.168968,7.678566,44.2249,10.65964,44.92748,-5.90747,27.9658,350.30059,-4.61402,35.77783,1.762744,0.814838,7.175521,119.772095,30.170231,149.942326,6.224373,0.326393,240.226664,341.770777,3.199096,0.421134,2.340371,3.621826,44.04942,12.29137,129.17273,41.63458,30.26407,30.55918,50.538372,3.582361,95.9465,50.597378,3.468504,86.5827,0.46,1.62,90.8591,0.543,2.56e-05,14.87,37.97,1,1,3,"BE000B,BE000C,BE000G"
20221023220736_ZSX4f,2459876.4219489414,2022-10-23 22:07:36.388539,-1,...,210.169263,11.069475,84.77072,44.94031,86.02195,21.5748,59.18087,56.61439,31.85071,41.23865,10.728126,0.961994,125.634355,281.752913,210.169513,131.922426,-52.722589,0.407731,258.247263,358.906233,21.04852,0.028049,35.138759,0.028265,84.80781,45.01897,67.76587,42.8529,60.40903,57.0068,52.177198,6.866391,109.6133,52.146171,6.74322,101.0385,0.22,-0.2,102.4762,0.832,2.49e-05,51.22,22.08,1,1,2,"BE0006,DE0001"
20221023220853_I8bPZ,2459876.4228375577,2022-10-23 22:08:53.164988,2,STA,210.170148,10.812428,41.66048,11.5045,42.75903,-4.36387,27.67339,349.03608,-3.3121,36.44222,1.948523,0.818212,5.027384,115.530345,30.172363,145.702708,4.535412,0.354218,244.46754,344.30583,3.542829,0.362365,2.719938,3.371741,41.65838,13.09715,135.1929,44.87566,29.96692,29.49035,50.634958,6.288277,99.6305,50.729938,6.139456,84.6067,0.72,0.07,87.9405,0.778,0.00012,72.34,67.01,1,1,3,"BE0001,BE0004,LU0001"
20221023220938_teWpG,2459876.4233564874,2022-10-23 22:09:38.000513,-1,...,210.170665,8.458592,256.20116,39.73419,246.94448,62.07196,11.46416,293.5836,16.87992,34.8843,1.566244,0.378823,16.985636,156.854108,210.170172,7.02428,6.593785,0.972914,23.146461,9.796551,2.159574,0.502823,1.960152,4.293885,266.29704,48.74471,312.21351,29.50148,15.77562,14.6477,50.57046,3.747147,82.6017,50.505085,3.859716,76.4153,0.88,2.75,80.0538,0.412,6.47e-05,38.24,109.17,1,1,2,"BE000B,BE000G"
20221023221033_emR3s,2459876.423996485,2022-10-23 22:10:33.296290,-1,...,210.171302,9.260601,317.81692,75.81139,52.2528,72.74076,24.12489,314.78068,39.28155,36.38869,1.931966,0.514195,40.207259,213.572702,210.171293,63.743995,-20.915343,0.938558,326.427468,350.389802,2.925373,0.367033,2.685343,3.491951,324.78962,75.78649,338.88198,61.48298,26.50907,25.95347,52.876313,4.318426,95.2046,52.817226,4.356093,82.0684,0.56,0.66,86.588,0.656,0.000108,65.81,73.46,1,1,2,"NL0009,NL000A"
20221023221330_22E67,2459876.4260430983,2022-10-23 22:13:30.123695,2,STA,210.173341,21.591837,39.78309,9.4276,40.36154,-5.78468,26.19456,346.04738,-4.14916,36.48665,1.962511,0.794382,5.947833,110.035642,30.178377,140.21402,5.586686,0.403528,249.959571,344.051317,3.521494,0.358498,2.749278,3.393834,40.15867,10.94235,148.77857,52.90685,28.55599,28.26043,44.415018,15.910089,93.5222,44.488801,15.847665,80.6845,0.57,0.2,85.1458,0.652,0.000128,86.53,76.98,1,1,3,"HR000G,HR000K,HR0025"
20221023221736_G30CP,2459876.428899291,2022-10-23 22:17:36.898740,8,ORI,210.176186,30.574819,96.99402,15.11076,96.82045,-8.1615,67.96392,79.70909,-12.99097,42.91946,-15.095304,1.040051,163.130752,76.674883,30.174484,106.849368,16.402071,0.604579,283.322806,,-30.795187,0.016805,,-1.276502,97.07851,15.31557,94.0428,27.53575,69.17346,63.88317,42.186452,23.862902,111.195,42.195036,23.697247,103.9445,0.24,0.88,109.2175,0.273,6.62e-06,18.69,37.08,1,1,2,"BG0003,BG0004"
20221023222018_SGgEO,2459876.430769138,2022-10-23 22:20:18.453526,-1,...,210.178049,13.95652,296.59679,46.35735,317.98401,65.42451,14.74623,303.93045,20.5031,38.28797,2.795392,0.645791,20.543476,188.961018,210.177764,39.138781,-3.13334,0.990152,351.03951,358.522851,4.600632,0.210882,4.673742,2.90971,303.53826,49.90925,296.45508,47.33409,18.28587,17.81431,51.919929,6.574464,90.7377,51.849879,6.800913,71.6246,1.48,0.26,75.7745,0.783,0.000468,11.86,42.76,1,1,2,"BE0006,DE0001"
20221023222046_7u3Jg,2459876.4310925817,2022-10-23 22:20:46.399060,8,ORI,210.17837,24.672942,95.49227,15.4103,95.34544,-7.92554,65.44343,76.37809,-12.70898,41.0161,8.783857,0.940064,162.648061,88.377473,30.17725,118.554723,17.344762,0.526465,271.620945,358.491668,17.04125,0.03786,26.03326,-0.253216,95.52554,15.68603,92.5171,24.44288,66.67569,65.58565,46.088209,17.169137,112.1997,46.095705,16.91483,103.1389,0.34,-0.46,105.448,0.745,2.76e-05,39.49,72.33,1,1,2,"HR000G,HR0024"
20221023222248_v8r9O,2459876.4325088807,2022-10-23 22:22:48.767296,8,ORI,210.179781,24.955949,97.70452,15.34903,97.4995,-7.88833,66.13754,80.02535,-12.81456,40.92344,8.169709,0.928281,163.427085,81.598516,30.178436,111.776952,16.390018,0.585927,278.399684,358.327724,15.753491,0.042208,23.35127,-0.256142,97.71894,15.61148,90.67416,23.08614,67.36951,66.74044,44.899428,16.940837,116.5439,44.902518,16.443025,99.6431,0.65,-1.54,109.3698,0.424,0.000113,86.41,60.82,1,1,2,"HR000K,HR0025"
20221023222254_oD0n4,2459876.4325749134,2022-10-23 22:22:54.472556,-1,...,210.179847,31.190749,45.55899,41.09612,55.05497,22.89717,40.50169,7.62816,22.97928,40.36537,5.762415,0.955289,47.873368,301.116312,210.179742,151.296054,-39.416535,0.257645,238.884624,357.367809,11.267185,0.071252,13.832715,1.320529,46.28744,41.12828,88.41753,78.68195,42.06437,39.60441,41.810674,23.148145,93.2834,41.810048,23.118021,80.6457,0.36,-1.4,83.4441,0.779,0.00013,12.17,54.16,1,1,2,"BG0003,BG0004"
20221023222307_bVlMl,2459876.4327247394,2022-10-23 22:23:07.417486,-1,...,210.179996,24.386635,5.24136,42.89372,24.47741,36.71702,15.15968,322.14266,15.09976,34.79322,1.548899,0.491551,16.221431,248.439845,210.178597,98.618442,-15.058479,0.787536,291.56199,336.006817,2.310261,0.511293,1.927681,4.272329,8.66599,43.51566,268.57145,78.66481,18.72599,17.62665,44.893499,16.293823,91.3328,44.893806,16.311115,84.3877,0.4,0.74,88.8962,0.351,0.000114,62.41,49.6,1,1,2,"HR000G,HR0025"
20221023222356_nlWW2,2459876.4332897086,2022-10-23 22:23:56.230820,-1,...,210.180559,11.623356,98.39803,44.08923,96.44465,20.83923,61.87917,74.25238,33.66127,39.71545,4.306337,0.858754,136.246071,260.862859,210.180888,111.043748,-43.061846,0.608254,279.137426,355.469365,8.004419,0.110292,8.9364,0.535179,98.31892,44.18316,60.06379,34.29511,63.08189,62.39093,50.413266,3.326723,110.561,50.357152,3.174668,101.9209,0.24,0.61,106.1635,0.509,7.94e-06,17.42,32.37,1,1,3,"BE0005,BE000C,FR000X"
